a.user	a.query	a.query as query1	a.md5key	a.rawkey	date(from_unixtime(a.timestamp)) as date	a.source	a.Judgements	a.Comments	a.comment	a.rank	m._Q1	m._Sno	m._Q2	b.data
angeloa	1196	1196	5cbdfd0dfa22a3fca7266376887f549b	1501	2015-07-14	QueryPair	Good			0	epic hotel miami fl	1501	epic hotel miami beach fl	epic hotel miami fl
angeloa	1204	1204	d47268e9db2e9aa3827bba3afb7ff94a	2005	2015-07-15	QueryPair	Good			0	tourist attractions new york city	2005	attractions new york city	tourist attractions new york city
angeloa	1208	1208	8698ff92115213ab187d31d4ee5da8ea	1765	2015-07-14	QueryPair	Excellent			0	tropicana hotel anaheim ca	1765	tropicana hotel anaheim	tropicana hotel anaheim ca
angeloa	1215	1215	e8dfff4676a47048d6f0c4ef899593dd	1841	2015-07-15	QueryPair	Good			0	sleep inn winchester va	1841	sleep inn suites winchester va	sleep inn winchester va
angeloa	1216	1216	5bce843dd76db8c939d5323dd3e54ec9	1928	2015-07-14	QueryPair	Good			0	central park hotel london	1928	central london park	central park hotel london
angeloa	1217	1217	2056d8c1dec3d12cbce646b348d189d1	2183	2015-07-14	QueryPair	Excellent			0	extended stay los angeles	2183	extended stay america los angeles ca	extended stay los angeles
angeloa	1223	1223	0ed9422357395a0d4879191c66f4faa2	1422	2015-07-15	QueryPair	Fair			0	westgate resorts florida	1422	westgate resorts orlando fl	westgate resorts florida
angeloa	1229	1229	bc7316929fe1545bf0b98d114ee3ecb8	1515	2015-07-14	QueryPair	Good			0	new jersey vacations	1515	new jersey suites	new jersey vacations
angeloa	1231	1231	3937230de3c8041e4da6ac3246a888e8	2117	2015-07-15	QueryPair	Fair			0	palm springs entertainment	2117	palm springs travel	palm springs entertainment
angeloa	1233	1233	08c5433a60135c32e34f46a71175850c	597	2015-07-15	QueryPair	Excellent			0	hotel downtown san antonio	597	downtown san antonio	hotel downtown san antonio
angeloa	1242	1242	39dcaf7a053dc372fbc391d4e6b5d693	1964	2015-07-14	QueryPair	Good			1	malibu beach california	1964	malibu ca	malibu beach california
angeloa	1242	1242	69cb3ea317a32c4e6143e665fdb20b14	402	2015-07-14	QueryPair	Good			0	malibu beach california	402	malibu beach hotel	malibu beach california
angeloa	1260	1260	aba3b6fd5d186d28e06ff97135cade7f	721	2015-07-14	QueryPair	Excellent			0	vacations washington dc	721	vacation dc	vacations washington dc
angeloa	1266	1266	49b8b4f95f02e055801da3b4f58e28b7	1504	2015-07-14	QueryPair	Excellent			0	embassy hotel san francisco	1504	san francisco embassy hotel	embassy hotel san francisco
angeloa	1267	1267	0cb929eae7a499e50248a3a78f7acfc7	696	2015-07-14	QueryPair	Excellent			0	lakeside inn mt dora	696	lakeside inn mount dora fl	lakeside inn mt dora
angeloa	1268	1268	06964dce9addb1c5cb5d6e3d9838f733	1997	2015-07-14	QueryPair	Excellent			0	hotel europa madrid	1997	madrid hotel europa	hotel europa madrid
angeloa	1269	1269	5e9f92a01c986bafcabbafd145520b13	645	2015-07-15	QueryPair	Excellent			0	holiday inn peachtree city ga	645	holiday inn peachtree city	holiday inn peachtree city ga
angeloa	1275	1275	a67f096809415ca1c9f112d96d27689b	858	2015-07-14	QueryPair	Fair			0	holiday inn boston	858	holiday inn seaport	holiday inn boston
angeloa	1293	1293	37d097caf1299d9aa79c2c2b843d2d78	2139	2015-07-14	QueryPair	Excellent			0	days inn sturbridge ma	2139	days inn sturbridge hotel ma	days inn sturbridge ma
angeloa	13	13	37f0e884fbad9667e38940169d0a3c95	529	2015-07-14	QueryPair	Excellent			0	days inn baltimore	529	days inn baltimore hotel	days inn baltimore
angeloa	1306	1306	3cef96dcc9b8035d23f69e30bb19218a	949	2015-07-14	QueryPair	Excellent			0	cheap europe vacations	949	cheap vacation in europe	cheap europe vacations
angeloa	1320	1320	f91e24dfe80012e2a7984afa4480a6d6	1273	2015-07-14	QueryPair	Fair			0	places visit mexico	1273	places visit mexico city	places visit mexico
angeloa	1323	1323	a8e864d04c95572d1aece099af852d0a	780	2015-07-16	QueryPair	Fair			0	hong kong weather	780	hotels in hong kong	hong kong weather
angeloa	1328	1328	58a2fc6ed39fd083f55d4182bf88826d	192	2015-07-14	QueryPair	Excellent			0	mexico honeymoon packages	192	mexico honeymoons	mexico honeymoon packages
angeloa	1331	1331	32bb90e8976aab5298d5da10fe66f21d	72	2015-07-14	QueryPair	Good			0	dylan hotel new york	72	dylan hotel new york reviews	dylan hotel new york
angeloa	1336	1336	4d6b3e38b952600251ee92fe603170ff	2087	2015-07-14	QueryPair	Fair			0	hotel vienna austria	2087	hotels austria	hotel vienna austria
angeloa	1344	1344	f670ef5d2d6bdf8f29450a970494dd64	1643	2015-07-14	QueryPair	Excellent			0	wellesley hotel london	1643	wellesley hotels london	wellesley hotel london
angeloa	1350	1350	74071a673307ca7459bcf75fbd024e09	477	2015-07-14	QueryPair	Excellent			0	marriott hotel atlanta ga	477	marriott atlanta ga	marriott hotel atlanta ga
angeloa	1362	1362	596dedf4498e258e4bdc9fd70df9a859	1821	2015-07-14	QueryPair	Excellent			0	england travel	1821	england vacations	england travel
angeloa	1363	1363	95f6870ff3dcd442254e334a9033d349	1962	2015-07-14	QueryPair	Excellent			0	travelodge perry ga	1962	travelodge perry hotel	travelodge perry ga
angeloa	1365	1365	fc4ddc15f9f4b4b06ef7844d6bb53abf	1902	2015-07-14	QueryPair	Fair			0	las vegas mgm	1902	las vegas the signature	las vegas mgm
angeloa	1369	1369	66808e327dc79d135ba18e051673d906	414	2015-07-14	QueryPair	Excellent			0	waldorf orlando	414	waldorf in orlando	waldorf orlando
angeloa	1381	1381	5737c6ec2e0716f3d8a7a5c4e0de0d9a	322	2015-07-14	QueryPair	Good			0	rooms myrtle beach sc	322	rates myrtle beach sc	rooms myrtle beach sc
angeloa	1384	1384	25df35de87aa441b88f22a6c2a830a17	1225	2015-07-14	QueryPair	Good			0	weekend trips new york	1225	weekend package new york	weekend trips new york
angeloa	1389	1389	2d6cc4b2d139a53512fb8cbb3086ae2e	507	2015-07-15	QueryPair	Good			0	holiday inn express niles michigan	507	holiday inn express suites niles michigan	holiday inn express niles michigan
angeloa	1394	1394	b197ffdef2ddc3308584dce7afa3661b	1441	2015-07-14	QueryPair	Excellent			0	trips rome italy	1441	travel in rome italy	trips rome italy
angeloa	1396	1396	d68a18275455ae3eaa2c291eebb46e6d	1987	2015-07-15	QueryPair	Excellent			0	trump plaza atlantic city new jersey	1987	trump plaza new jersey	trump plaza atlantic city new jersey
angeloa	1398	1398	69d1fc78dbda242c43ad6590368912d4	1865	2015-07-15	QueryPair	Excellent			0	hilton hotel milwaukee wi	1865	hilton hotel milwaukee city	hilton hotel milwaukee wi
angeloa	1400	1400	941e1aaaba585b952b62c14a3a175a61	451	2015-07-14	QueryPair	Excellent			0	jekyll island ga	451	jekyll island	jekyll island ga
angeloa	1410	1410	b8c27b7a1c450ffdacb31483454e0b54	1355	2015-07-14	QueryPair	Good			0	napa valley deals	1355	napa rooms	napa valley deals
angeloa	1424	1424	0c9ebb2ded806d7ffda75cd0b95eb70c	1505	2015-07-14	QueryPair	Fair			0	tokyo tour	1505	japan tour	tokyo tour
angeloa	1428	1428	e4873aa9a05cc5ed839561d121516766	1646	2015-07-14	QueryPair	Excellent			0	hilton las vegas nv	1646	lvh las vegas nv	hilton las vegas nv
angeloa	1434	1434	7f6ffaa6bb0b408017b62254211691b5	112	2015-07-14	QueryPair	Excellent			0	stone harbor nj	112	stone harbor new jersey	stone harbor nj
angeloa	1442	1442	9188905e74c28e489b44e954ec0b9bca	244	2015-07-15	QueryPair	Excellent			0	hotel plaza venice italy	244	plaza hotel venice	hotel plaza venice italy
angeloa	1450	1450	07563a3fe3bbe7e3ba84431ad9d055af	521	2015-07-16	QueryPair	Good			0	hotel affinia new york	521	affinia dumont new york hotel	hotel affinia new york
angeloa	1455	1455	ca8155f4d27f205953f9d3d7974bdd70	866	2015-07-14	QueryPair	Excellent			0	marriott nyc	866	marriott manhattan	marriott nyc
angeloa	1463	1463	905056c1ac1dad141560467e0a99e1cf	1246	2015-07-14	QueryPair	Excellent			0	new orleans trips	1246	discount new orleans trips	new orleans trips
angeloa	1474	1474	8c7bbbba95c1025975e548cee86dfadc	644	2015-07-15	QueryPair	Good			0	hyatt hotel cincinnati downtown	644	hyatt regency cincinnati downtown	hyatt hotel cincinnati downtown
angeloa	1475	1475	4fac9ba115140ac4f1c22da82aa0bc7f	990	2015-07-14	QueryPair	Excellent			0	waterfront hotel cebu	990	waterfront hotel cebu city	waterfront hotel cebu
angeloa	1479	1479	6da9003b743b65f4c0ccd295cc484e57	230	2015-07-14	QueryPair	Fair			0	west tx	230	west texas hotel	west tx
angeloa	1485	1485	c3e878e27f52e2a57ace4d9a76fd9acf	362	2015-07-15	QueryPair	Excellent			0	vacation seattle washington	362	seattle washington vacation	vacation seattle washington
angeloa	1489	1489	918317b57931b6b7a7d29490fe5ec9f9	287	2015-07-15	QueryPair	Good			0	hotel royal corin costa rica	287	hotel royal corin fortuna costa rica	hotel royal corin costa rica
angeloa	1491	1491	a48564053b3c7b54800246348c7fa4a0	2039	2015-07-14	QueryPair	Excellent			0	newport beach hotel miami	2039	miami newport hotel	newport beach hotel miami
angeloa	1492	1492	d1ee59e20ad01cedc15f5118a7626099	1370	2015-07-14	QueryPair	Excellent			0	cheap vacation cancun mexico	1370	cheap cancun vacations	cheap vacation cancun mexico
angeloa	1499	1499	2723d092b63885e0d7c260cc007e8b9d	109	2015-07-14	QueryPair	Good			0	las vegas bellagio hotel	109	tripadvisor bellagio hotel las vegas	las vegas bellagio hotel
angeloa	1508	1508	3fe94a002317b5f9259f82690aeea4cd	316	2015-07-14	QueryPair	Good			0	marriott hotel indianapolis	316	courtyard hotel indianapolis	marriott hotel indianapolis
angeloa	1510	1510	287e03db1d99e0ec2edb90d079e142f3	981	2015-07-14	QueryPair	Good			0	little rock arkansas	981	little rock arkansas hotel	little rock arkansas
angeloa	1512	1512	06138bc5af6023646ede0e1f7c1eac75	269	2015-07-14	QueryPair	Excellent			0	w hotel south beach	269	w hotels in south beach	w hotel south beach
angeloa	1521	1521	c410003ef13d451727aeff9082c29a5c	490	2015-07-14	QueryPair	Excellent			0	liverpool england	490	hotel liverpool england	liverpool england
angeloa	1524	1524	faacbcd5bf1d018912c116bf2783e9a1	1816	2015-07-16	QueryPair	Fair			0	map aruba	1816	reviews aruba	map aruba
angeloa	1525	1525	285f89b802bcb2651801455c86d78f2a	1155	2015-07-15	QueryPair	Fair			0	hyatt regency boston ma	1155	hyatt regency cambridge massachusetts	hyatt regency boston ma
angeloa	1526	1526	4b6538a44a1dfdc2b83477cd76dee98e	945	2015-07-16	QueryPair	Fair			0	splendid hotel paris	945	montebello hotel paris	splendid hotel paris
angeloa	1534	1534	a1519de5b5d44b31a01de013b9b51a80	1072	2015-07-15	QueryPair	Excellent			0	orlando florida disney world hotels	1072	orlando florida disney world accommodation	orlando florida disney world hotels
angeloa	1536	1536	7af6266cc52234b5aa339b16695f7fc4	1941	2015-07-14	QueryPair	Excellent			0	loews hotel miami	1941	loews hotels miami florida	loews hotel miami
angeloa	1542	1542	15d4e891d784977cacbfcbb00c48f133	441	2015-07-14	QueryPair	Excellent			0	mark hotel new york	441	hotel the mark new york	mark hotel new york
angeloa	155	155	692f93be8c7a41525c0baf2076aecfb4	991	2015-07-15	QueryPair	Excellent			0	holiday inn colorado springs	991	holiday inn hotels colorado springs	holiday inn colorado springs
angeloa	1552	1552	2bcab9d935d219641434683dd9d18a03	995	2015-07-14	QueryPair	Excellent			0	westin hotel chicago	995	westin hotel in chicago	westin hotel chicago
angeloa	1554	1554	92977ae4d2ba21425a59afb269c2a14e	975	2015-07-14	QueryPair	Excellent			0	avalon hotel miami	975	avalon hotel in miami beach	avalon hotel miami
angeloa	1555	1555	a8f8f60264024dca151f164729b76c0b	1437	2015-07-14	QueryPair	Excellent			0	chicago omni hotel	1437	omni chicago hotel chicago	chicago omni hotel
angeloa	1560	1560	63538fe6ef330c13a05a3ed7e599d5f7	519	2015-07-16	QueryPair	Fair			0	las vegas shows november 2014	519	las vegas shows november	las vegas shows november 2014
angeloa	1562	1562	c1fea270c48e8079d8ddf7d06d26ab52	1645	2015-07-15	QueryPair	Fair			0	mineral wells wv	1645	mineral wells wv hotel	mineral wells wv
angeloa	157	157	1385974ed5904a438616ff7bdb3f7439	140	2015-07-14	QueryPair	Excellent			0	doubletree princeton nj	140	doubletree princeton	doubletree princeton nj
angeloa	1570	1570	31857b449c407203749ae32dd0e7d64a	1067	2015-07-15	QueryPair	Good			0	tobago vacation packages	1067	tobago vacations	tobago vacation packages
angeloa	1572	1572	eb86d510361fc23b59f18c1bc9802cc6	1228	2015-07-15	QueryPair	Fair			0	orland park il	1228	orland park il hotel	orland park il
angeloa	159	159	c8ba76c279269b1c6bc8a07e38e78fa4	1214	2015-07-15	QueryPair	Excellent			0	westin hotel galleria houston	1214	the westin galleria houston	westin hotel galleria houston
angeloa	1594	1594	cdf1035c34ec380218a8cc9a43d438f9	1669	2015-07-14	QueryPair	Excellent			0	marriott hotels las vegas nv	1669	marriott hotel las vegas	marriott hotels las vegas nv
angeloa	1598	1598	f0adc8838f4bdedde4ec2cfad0515589	818	2015-07-15	QueryPair	Excellent			0	marriott hotel atlanta	818	atlanta marriott hotel	marriott hotel atlanta
angeloa	1607	1607	491442df5f88c6aa018e86dac21d3606	1203	2015-07-15	QueryPair	Excellent			0	omni mount washington	1203	hotels omni mount washington	omni mount washington
angeloa	161	161	67e103b0761e60683e83c559be18d40c	641	2015-07-15	QueryPair	Excellent			0	hotel chateau laurier quebec	641	hotel chateau laurier quebec canada	hotel chateau laurier quebec
angeloa	1610	1610	0966289037ad9846c5e994be2a91bafa	1396	2015-07-14	QueryPair	Excellent			0	dream downtown hotel new york city	1396	dream hotel downtown new york city	dream downtown hotel new york city
angeloa	1617	1617	c3395dd46c34fa7fd8d729d8cf88b7a8	1943	2015-07-16	QueryPair	Good			0	thrifty car rental portland	1943	thrifty rental car portland me	thrifty car rental portland
angeloa	162	162	facf9f743b083008a894eee7baa16469	1564	2015-07-15	QueryPair	Excellent			0	stanford hotel new york	1564	hotel stanford new york	stanford hotel new york
angeloa	1635	1635	c559da2ba967eb820766939a658022c8	1601	2015-07-15	QueryPair	Excellent			0	duke energy center cincinnati	1601	duke energy convention center cincinnati oh	duke energy center cincinnati
angeloa	1637	1637	df263d996281d984952c07998dc54358	739	2015-07-14	QueryPair	Excellent			0	savona italy	739	italy savona	savona italy
angeloa	1641	1641	47a658229eb2368a99f1d032c8848542	1136	2015-07-15	QueryPair	Excellent			0	last minute cruises out baltimore	1136	last minute cruises from baltimore	last minute cruises out baltimore
angeloa	1642	1642	dc5c768b5dc76a084531934b34601977	1580	2015-07-15	QueryPair	Good			0	hyatt place hoffman estates il	1580	hyatt hoffman estates il	hyatt place hoffman estates il
angeloa	1647	1647	ce78d1da254c0843eb23951ae077ff5f	829	2015-07-15	QueryPair	Good			0	viator tours san francisco	829	touring san francisco	viator tours san francisco
angeloa	1656	1656	65cc2c8205a05d7379fa3a6386f710e1	1020	2015-07-14	QueryPair	Excellent			0	pacific grove	1020	pacific grove california	pacific grove
angeloa	1663	1663	cbb6a3b884f4f88b3a8e3d44c636cbd8	926	2015-07-16	QueryPair	Fair	wrong hotel		0	hotel cipriani venice italy	926	hotel danieli venice	hotel cipriani venice italy
angeloa	1665	1665	c3c59e5f8b3e9753913f4d435b53c308	488	2015-07-14	QueryPair	Excellent			0	cheap trips vegas	488	cheap las vegas trip	cheap trips vegas
angeloa	1671	1671	fd06b8ea02fe5b1c2496fe1700e9d16c	1133	2015-07-15	QueryPair	Fair			0	new york hotel pennsylvania	1133	hotel pennsylvania in new york	new york hotel pennsylvania
angeloa	1674	1674	8c235f89a8143a28a1d6067e959dd858	856	2015-07-14	QueryPair	Good			0	napa valley trips	856	napa valley packages	napa valley trips
angeloa	1679	1679	01e9565cecc4e989123f9620c1d09c09	1329	2015-07-14	QueryPair	Excellent			0	dylan hotel nyc	1329	hotel dylan manhattan	dylan hotel nyc
angeloa	1680	1680	d2ed45a52bc0edfa11c2064e9edee8bf	932	2015-07-14	QueryPair	Good			0	lake tahoe deals	932	lake tahoe resorts	lake tahoe deals
angeloa	1682	1682	d5cfead94f5350c12c322b5b664544c1	730	2015-07-14	QueryPair	Fair			0	napa ca map	730	napa california resorts	napa ca map
angeloa	1686	1686	c058f544c737782deacefa532d9add4c	359	2015-07-14	QueryPair	Excellent			0	san francisco embassy suites	359	embassy suites san francisco	san francisco embassy suites
angeloa	1697	1697	186a157b2992e7daed3677ce8e9fe40f	1404	2015-07-15	QueryPair	Excellent			0	paramount hotel portland	1404	paramount portland hotel	paramount hotel portland
angeloa	1703	1703	cb79f8fa58b91d3af6c9c991f63962d3	1917	2015-07-14	QueryPair	Excellent			0	washington dc hilton	1917	hilton hotel washington dc	washington dc hilton
angeloa	1704	1704	d7a84628c025d30f7b2c52c958767e76	2010	2015-07-14	QueryPair	Excellent			0	las vegas weather	2010	las vegas weather forcast	las vegas weather
angeloa	1706	1706	a8baa56554f96369ab93e4f3bb068c22	142	2015-07-15	QueryPair	Fair			0	red roof inn guilford ct	142	red roof inn connecticut	red roof inn guilford ct
angeloa	1708	1708	f033ab37c30201f73f142449d037028d	80	2015-07-15	QueryPair	Excellent			0	la quinta inn suites dallas tx	80	la quinta inn suites dallas	la quinta inn suites dallas tx
angeloa	1713	1713	46072631582fc240dd2674a7d063b040	1075	2015-07-14	QueryPair	Excellent			0	saint pete beach	1075	beach pete saint	saint pete beach
angeloa	1727	1727	d6723e7cd6735df68d1ce4c704c29a04	1095	2015-07-14	QueryPair	Excellent			0	days hotel mesa az	1095	hotel days mesa	days hotel mesa az
angeloa	1733	1733	006f52e9102a8d3be2fe5614f42ba989	168	2015-07-15	QueryPair	Excellent			0	mondrian hotel soho new york	168	mondrian soho hotel new york city	mondrian hotel soho new york
angeloa	1737	1737	a4d2f0d23dcc84ce983ff9157f8b7f88	1215	2015-07-14	QueryPair	Good			0	las vegas reservation	1215	discount las vegas reservation	las vegas reservation
angeloa	1749	1749	1c9ac0159c94d8d0cbedc973445af2da	156	2015-07-15	QueryPair	Good			0	holiday inn express roseville ca	156	holiday inn roseville ca	holiday inn express roseville ca
angeloa	1776	1776	3323fe11e9595c09af38fe67567a9394	2211	2015-07-15	QueryPair	Excellent			0	sheraton wall centre vancouver	2211	sheraton wall centre	sheraton wall centre vancouver
angeloa	1777	1777	be53ee61104935234b174e62a07e53cf	1566	2015-07-14	QueryPair	Good			0	hilton flagstaff	1566	hilton garden flagstaff	hilton flagstaff
angeloa	178	178	4a3e00961a08879c34f91ca0070ea2f5	1989	2015-07-15	QueryPair	Excellent			1	hotels union square san francisco	1989	hotels in union square san francisco	hotels union square san francisco
angeloa	178	178	a368b0de8b91cfb3f91892fbf1ebd4b2	1604	2015-07-15	QueryPair	Excellent			0	hotels union square san francisco	1604	hotels in san francisco union square	hotels union square san francisco
angeloa	1782	1782	3e313b9badf12632cdae5452d20e1af6	1351	2015-07-15	QueryPair	Fair			0	st simons island georgia	1351	hotel st simons island georgia	st simons island georgia
angeloa	1789	1789	9b70e8fe62e40c570a322f1b0b659098	448	2015-07-15	QueryPair	Good			0	marriott manhattan new york	448	marriott midtown new york	marriott manhattan new york
angeloa	179	179	59e0b2658e9f2e77f8d4d83f8d07ca84	1794	2015-07-15	QueryPair	Good			0	vacation dominican republic	1794	vacation hotels dominican republic	vacation dominican republic
angeloa	1792	1792	33e8075e9970de0cfea955afd4644bb2	535	2015-07-14	QueryPair	Good			0	hotel berna milan italy	535	hotel berna	hotel berna milan italy
angeloa	1796	1796	194cf6c2de8e00c05fcf16c498adc7bf	2096	2015-07-15	QueryPair	Excellent			0	green valley ranch resort las vegas	2096	green valley ranch resort vegas	green valley ranch resort las vegas
angeloa	1809	1809	44cd7a8f7f9f85129b9953950665064d	2120	2015-07-15	QueryPair	Good			0	shore club miami	2120	shore club miami south beach	shore club miami
